variant	qualifier	member	arity	class	in_all	has_decl	has_scheme	in_first_schemed	in_canon_qual	has_lower_arm	runtime_sym	runtime_sym_exists	ref_runtime_sym_exists	in_ref_stdlib	status
HtmlTextNode	Html	text	1	Ui	Y	Y	Y	Y	Y	Y	html_text_node_	Y	N	N	OK
HtmlRawNode	Html	raw	1	Ui	Y	Y	Y	Y	Y	Y	html_raw_node_	Y	N	N	OK
HtmlNode	Html	node	3	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlVoidNode	Html	voidNode	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlDoctype	Html	doctype	1	Ui	Y	Y	Y	Y	Y	Y	html_doctype_	Y	N	N	OK
HtmlTitleNode	Html	titleNode	1	Ui	Y	Y	Y	Y	Y	Y	html_title_node_	Y	N	N	OK
HtmlToString	Html	toString	1	Ui	Y	Y	Y	Y	Y	Y	html_render_	Y	N	N	OK
HtmlStyleNode	Html	styleNode	2	Ui	Y	Y	Y	N	Y	Y	html_style_node_	Y	N	N	OK
HtmlDiv	Html	div	2	Ui	Y	Y	Y	Y	Y	Y	html_div_	Y	N	N	OK
HtmlSpan	Html	span	2	Ui	Y	Y	Y	Y	Y	Y	html_span_	Y	N	N	OK
HtmlA	Html	a	2	Ui	Y	Y	Y	Y	Y	Y	html_a_	Y	N	N	OK
HtmlButton	Html	button	2	Ui	Y	Y	Y	Y	Y	Y	html_button_	Y	N	N	OK
HtmlP	Html	p	2	Ui	Y	Y	Y	Y	Y	Y	html_p_	Y	N	N	OK
HtmlInput	Html	input	1	Ui	Y	Y	Y	Y	Y	Y	html_input_	Y	N	N	OK
HtmlImg	Html	img	1	Ui	Y	Y	Y	Y	Y	Y	html_img_	Y	N	N	OK
HtmlH1	Html	h1	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlH2	Html	h2	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlH3	Html	h3	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlH4	Html	h4	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlH5	Html	h5	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlH6	Html	h6	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlNav	Html	nav	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlSection	Html	section	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlArticle	Html	article	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlHeader	Html	header	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlHeaderNode	Html	headerNode	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlCodeNode	Html	codeNode	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlMainNode	Html	mainNode	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlFooterNode	Html	footerNode	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlLinkNode	Html	linkNode	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlFooter	Html	footer	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlMain	Html	main	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAside	Html	aside	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlUl	Html	ul	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlOl	Html	ol	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlLi	Html	li	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlTable	Html	table	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlThead	Html	thead	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlTbody	Html	tbody	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlTfoot	Html	tfoot	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlTr	Html	tr	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlTh	Html	th	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlTd	Html	td	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlTextarea	Html	textarea	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlSelect	Html	select	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlOption	Html	option	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlLabel	Html	label	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlForm	Html	form	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlFieldset	Html	fieldset	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlLegend	Html	legend	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlPre	Html	pre	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlCode	Html	code	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlStrong	Html	strong	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlEm	Html	em	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlSmall	Html	small	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlBlockquote	Html	blockquote	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlFigure	Html	figure	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlFigcaption	Html	figcaption	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlDetails	Html	details	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlSummary	Html	summary	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlDialog	Html	dialog	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlVideo	Html	video	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAudio	Html	audio	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlCanvas	Html	canvas	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlIframe	Html	iframe	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlProgress	Html	progress	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlMeter	Html	meter	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlScript	Html	script	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlBody	Html	body	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlTitle	Html	title	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlHtmlNode	Html	htmlNode	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlHeadNode	Html	headNode	2	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlBr	Html	br	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlHr	Html	hr	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlMeta	Html	meta	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlLink	Html	link	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlArea	Html	area	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlBase	Html	base	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlCol	Html	col	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlEmbed	Html	embed	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlSource	Html	source	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlTrack	Html	track	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlWbr	Html	wbr	1	Ui	Y	Y	Y	Y	Y	Y	html_node_	Y	N	N	OK
HtmlAttrClass	Attr	class	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrId	Attr	id	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrHref	Attr	href	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrSrc	Attr	src	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrAlt	Attr	alt	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrValue	Attr	value	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrName	Attr	name	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrPlaceholder	Attr	placeholder	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrType	Attr	type_	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrFor	Attr	for_	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrStyle	Attr	style	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrTitle	Attr	title	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrChecked	Attr	checked	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrDisabled	Attr	disabled	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrReadonly	Attr	readonly	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrRequired	Attr	required	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrMultiple	Attr	multiple	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrSelected	Attr	selected	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrAutofocus	Attr	autofocus	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttrAutocomplete	Attr	autocomplete	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlAttribute	Attr	attribute	2	Ui	Y	Y	Y	Y	Y	Y	html_named_attr_	Y	N	N	OK
HtmlBoolAttribute	Attr	boolAttribute	2	Ui	Y	Y	Y	Y	Y	Y	html_bool_named_attr_	Y	N	N	OK
HtmlNoAttr	Attr	noAttr	0	Ui	Y	Y	Y	Y	Y	Y	html_no_attr_	Y	N	N	OK
LiveApp	Live	app	1	Live	Y	Y	Y	N	Y	Y	live_app	Y	N	N	OK
LiveAppRouted	Live	appRouted	1	Live	Y	Y	N	N	Y	Y	live_app_routed	Y	N	N	OK
LiveRoute	Live	route	2	Live	Y	Y	Y	N	Y	Y	live_route	N	N	N	OK
LiveRenderStatic	Live	renderStatic	2	Live	Y	Y	Y	N	Y	Y	live_render_static	Y	N	N	OK
TuiProgram	Tui	program	1	Tui	Y	Y	Y	N	Y	Y	tui_app	Y	N	N	OK
TuiApp	Tui	app	1	Tui	Y	Y	Y	N	Y	Y	tui_app_ui	Y	N	N	OK
WebviewApp	Webview	app	1	Webview	Y	Y	Y	N	Y	Y	webview_app	Y	N	N	OK
UiOnClick	Ui	onClick	1	Ui	Y	Y	Y	N	Y	Y	ui_on_click_	Y	N	N	OK
UiOnFocus	Ui	onFocus	1	Ui	Y	Y	Y	N	Y	Y	ui_on_focus_	Y	N	N	OK
UiOnBlur	Ui	onBlur	1	Ui	Y	Y	Y	N	Y	Y	ui_on_blur_	Y	N	N	OK
UiOnMouseOver	Ui	onMouseOver	1	Ui	Y	Y	Y	N	Y	Y	ui_on_mouse_over_	Y	N	N	OK
UiOnMouseOut	Ui	onMouseOut	1	Ui	Y	Y	Y	N	Y	Y	ui_on_mouse_out_	Y	N	N	OK
UiOnInput	Ui	onInput	1	Ui	Y	Y	Y	N	Y	Y	ui_on_input_	Y	N	N	OK
UiOnChange	Ui	onChange	1	Ui	Y	Y	Y	N	Y	Y	ui_on_change_	Y	N	N	OK
UiOnKeyDown	Ui	onKeyDown	1	Ui	Y	Y	Y	N	Y	Y	ui_on_key_down_	Y	N	N	OK
UiOnKeyUp	Ui	onKeyUp	1	Ui	Y	Y	Y	N	Y	Y	ui_on_key_up_	Y	N	N	OK
UiOnBool	Ui	onBool	1	Ui	Y	Y	Y	N	Y	Y	ui_on_bool_	Y	N	N	OK
UiOnSubmit	Ui	onSubmit	1	Ui	Y	Y	Y	N	Y	Y	ui_on_submit_	Y	N	N	OK
UiOnFile	Ui	onFile	1	Ui	Y	Y	Y	Y	Y	Y	ui_on_file_	Y	N	N	OK
HtmlOnClick	Event	onClick	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlOnFocus	Event	onFocus	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlOnBlur	Event	onBlur	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlOnMouseOver	Event	onMouseOver	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlOnMouseOut	Event	onMouseOut	1	Ui	Y	Y	Y	Y	Y	Y	html_on_msg_	Y	N	N	OK
HtmlOnSubmit	Event	onSubmit	1	Ui	Y	Y	Y	Y	Y	Y	html_on_raw_	Y	N	N	OK
HtmlOnInput	Event	onInput	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlOnChange	Event	onChange	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlOnKeyDown	Event	onKeyDown	1	Ui	Y	Y	Y	Y	Y	Y		N	N	N	OK
HtmlOnKeyUp	Event	onKeyUp	1	Ui	Y	Y	Y	Y	Y	Y	html_on_string_	Y	N	N	OK
HtmlOnBool	Event	onBool	1	Ui	Y	Y	Y	Y	Y	Y	html_on_bool_	Y	N	N	OK
UiSquare	Ui	square	0	Ui	Y	Y	Y	Y	Y	Y	ui_square_	Y	N	N	OK
UiWidescreen	Ui	widescreen	0	Ui	Y	Y	Y	Y	Y	Y	ui_widescreen_	Y	N	N	OK
UiCinemascope	Ui	cinemascope	0	Ui	Y	Y	Y	Y	Y	Y	ui_cinemascope_	Y	N	N	OK
UiAspectRatio	Ui	aspectRatio	1	Ui	Y	Y	Y	Y	Y	Y	ui_aspect_ratio_	Y	N	N	OK
UiAspectRatioWH	Ui	aspectRatioWH	2	Ui	Y	Y	Y	Y	Y	Y	ui_aspect_ratio_wh_	Y	N	N	OK
UiHtmlAttribute	Ui	htmlAttribute	2	Ui	Y	Y	Y	Y	Y	Y	ui_html_attribute_	Y	N	N	OK
UiName	Ui	name	1	Ui	Y	Y	Y	Y	Y	Y	ui_name_	Y	N	N	OK
UiStyle	Ui	style	2	Ui	Y	Y	Y	Y	Y	Y	ui_style_	Y	N	N	OK
UiTransitionRaw					Y	N	Y	Y	N	Y	ui_transition_raw_	Y	N	N	OK
UiGridTracksRaw					Y	N	Y	Y	N	Y	ui_grid_tracks_raw_	Y	N	N	OK
UiAnimateRaw					Y	N	Y	Y	N	Y	ui_animate_raw_	Y	N	N	OK
UiBreakpoint	Ui	breakpoint	3	Ui	Y	Y	Y	Y	Y	Y	ui_breakpoint_	Y	N	N	OK
UiMediaQuery	Ui	mediaQuery	3	Ui	Y	Y	Y	Y	Y	Y	ui_media_query_	Y	N	N	OK
UiMobile	Ui	mobile	0	Ui	Y	Y	Y	Y	Y	Y	ui_mobile_	Y	N	N	OK
UiTablet	Ui	tablet	0	Ui	Y	Y	Y	Y	Y	Y	ui_tablet_	Y	N	N	OK
UiDesktop	Ui	desktop	0	Ui	Y	Y	Y	Y	Y	Y	ui_desktop_	Y	N	N	OK
UiDarkMode	Ui	darkMode	0	Ui	Y	Y	Y	Y	Y	Y	ui_dark_mode_	Y	N	N	OK
UiLightMode	Ui	lightMode	0	Ui	Y	Y	Y	Y	Y	Y	ui_light_mode_	Y	N	N	OK
UiReducedMotion	Ui	reducedMotion	0	Ui	Y	Y	Y	Y	Y	Y	ui_reduced_motion_	Y	N	N	OK
UiOnPseudo	Ui	onPseudo	2	Ui	Y	Y	Y	Y	Y	Y	ui_on_pseudo_	Y	N	N	OK
UiHover	Ui	hover	0	Ui	Y	Y	Y	Y	Y	Y	ui_hover_	Y	N	N	OK
UiFocus	Ui	focus	0	Ui	Y	Y	Y	Y	Y	Y	ui_focus_	Y	N	N	OK
UiFocusVisible	Ui	focusVisible	0	Ui	Y	Y	Y	Y	Y	Y	ui_focus_visible_	Y	N	N	OK
UiActive	Ui	active	0	Ui	Y	Y	Y	Y	Y	Y	ui_active_	Y	N	N	OK
UiDisabled	Ui	disabled	0	Ui	Y	Y	Y	Y	Y	Y	ui_disabled_	Y	N	N	OK
BackgroundHoverColor					Y	N	Y	Y	N	Y	ui_bg_hover_color_	Y	N	N	OK
BackgroundFocusColor					Y	N	Y	Y	N	Y	ui_bg_focus_color_	Y	N	N	OK
BackgroundActiveColor					Y	N	Y	Y	N	Y	ui_bg_active_color_	Y	N	N	OK
BackgroundDisabledColor					Y	N	Y	Y	N	Y	ui_bg_disabled_color_	Y	N	N	OK
BorderSolid	Border	solid	0	Ui	Y	Y	Y	Y	Y	Y	ui_border_solid_	Y	N	N	OK
BorderDashed	Border	dashed	0	Ui	Y	Y	Y	Y	Y	Y	ui_border_dashed_	Y	N	N	OK
BorderDotted	Border	dotted	0	Ui	Y	Y	Y	Y	Y	Y	ui_border_dotted_	Y	N	N	OK
BorderHoverColor					Y	N	Y	Y	N	Y	ui_border_hover_color_	Y	N	N	OK
BorderFocusColor					Y	N	Y	Y	N	Y	ui_border_focus_color_	Y	N	N	OK
BorderActiveColor					Y	N	Y	Y	N	Y	ui_border_active_color_	Y	N	N	OK
BorderHoverWidth	Border	hoverWidth	1	Ui	Y	Y	Y	Y	Y	Y	ui_border_hover_width_	Y	N	N	OK
BorderHoverRounded					Y	N	Y	Y	N	Y	ui_border_hover_rounded_	Y	N	N	OK
FontWeight	Font	weight	1	Ui	Y	Y	Y	Y	Y	Y	ui_font_weight_	Y	N	N	OK
FontSemiBold	Font	semiBold	0	Ui	Y	Y	Y	Y	Y	Y	ui_font_semi_bold_	Y	N	N	OK
FontRegular	Font	regular	0	Ui	Y	Y	Y	Y	Y	Y	ui_font_regular_	Y	N	N	OK
FontLight	Font	light	0	Ui	Y	Y	Y	Y	Y	Y	ui_font_light_	Y	N	N	OK
FontExtraBold	Font	extraBold	0	Ui	Y	Y	Y	Y	Y	Y	ui_font_extra_bold_	Y	N	N	OK
FontBlack	Font	black	0	Ui	Y	Y	Y	Y	Y	Y	ui_font_black_	Y	N	N	OK
FontUnderline	Font	underline	0	Ui	Y	Y	Y	Y	Y	Y	ui_font_underline_	Y	N	N	OK
FontNoDecoration	Font	noDecoration	0	Ui	Y	Y	Y	Y	Y	Y	ui_font_no_decoration_	Y	N	N	OK
FontLineThrough	Font	lineThrough	0	Ui	Y	Y	Y	Y	Y	Y	ui_font_line_through_	Y	N	N	OK
FontLetterSpacing	Font	letterSpacing	1	Ui	Y	Y	Y	Y	Y	Y	ui_font_letter_spacing_	Y	N	N	OK
FontWordSpacing	Font	wordSpacing	1	Ui	Y	Y	Y	Y	Y	Y	ui_font_word_spacing_	Y	N	N	OK
FontAlignLeft	Font	alignLeft	0	Ui	Y	Y	Y	Y	Y	Y	ui_font_align_left_	Y	N	N	OK
FontAlignRight	Font	alignRight	0	Ui	Y	Y	Y	Y	Y	Y	ui_font_align_right_	Y	N	N	OK
FontAlignCenter	Font	alignCenter	0	Ui	Y	Y	Y	Y	Y	Y	ui_font_align_center_	Y	N	N	OK
FontCenter	Font	center	0	Ui	Y	Y	Y	Y	Y	Y	ui_font_center_	Y	N	N	OK
FontJustify	Font	justify	0	Ui	Y	Y	Y	Y	Y	Y	ui_font_justify_	Y	N	N	OK
FontSansSerif	Font	sansSerif	0	Ui	Y	Y	Y	Y	Y	Y	ui_font_sans_serif_	Y	N	N	OK
FontSerif	Font	serif	0	Ui	Y	Y	Y	Y	Y	Y	ui_font_serif_	Y	N	N	OK
FontMonospace	Font	monospace	0	Ui	Y	Y	Y	Y	Y	Y	ui_font_monospace_	Y	N	N	OK
FontHoverColor	Font	hoverColor	1	Ui	Y	Y	Y	Y	Y	Y	ui_font_hover_color_	Y	N	N	OK
FontFocusColor	Font	focusColor	1	Ui	Y	Y	Y	Y	Y	Y	ui_font_focus_color_	Y	N	N	OK
FontActiveColor	Font	activeColor	1	Ui	Y	Y	Y	Y	Y	Y	ui_font_active_color_	Y	N	N	OK
FontDisabledColor	Font	disabledColor	1	Ui	Y	Y	Y	Y	Y	Y	ui_font_disabled_color_	Y	N	N	OK
FontHoverSize	Font	hoverSize	1	Ui	Y	Y	Y	Y	Y	Y	ui_font_hover_size_	Y	N	N	OK
HtmlAttrTabindex	Attr	tabindex	1	Ui	Y	Y	Y	Y	Y	Y	html_attr_tabindex_	Y	N	N	OK
HtmlAttrRows	Attr	rows	1	Ui	Y	Y	Y	Y	Y	Y	html_attr_rows_	Y	N	N	OK
CliProgram	Cli	program	1	KernelClass	Y	Y	Y	Y	Y	Y	sky_cli_program_	N	N	N	OK
AuthHashPassword	Auth	hashPassword	1	Pure	Y	Y	Y	Y	Y	Y	auth_hash_password	Y	N	N	OK
AuthHashPasswordCost					Y	N	Y	Y	N	Y	auth_hash_password_cost	Y	N	N	OK
AuthVerifyPassword	Auth	verifyPassword	2	Pure	Y	Y	Y	Y	Y	Y	auth_verify_password	Y	N	N	OK
AuthPasswordStrength					Y	N	Y	Y	N	Y	auth_password_strength	Y	N	N	OK
AuthSignToken	Auth	signToken	3	Pure	Y	Y	Y	Y	Y	Y	auth_sign_token	Y	N	N	OK
AuthVerifyToken	Auth	verifyToken	2	Pure	Y	Y	Y	Y	Y	Y	auth_verify_token	Y	N	N	OK
AuthRegister	Auth	register	3	Pure	Y	Y	Y	Y	Y	Y	auth_register	Y	N	N	OK
AuthLogin	Auth	login	3	Pure	Y	Y	Y	Y	Y	Y	auth_login	Y	N	N	OK
AuthSetRole	Auth	setRole	3	Pure	Y	Y	Y	Y	Y	Y	auth_set_role	Y	N	N	OK
StreamStream	Stream	stream	2	Server	Y	Y	Y	Y	Y	Y	server_stream_stream	Y	N	N	OK
StreamEmit	Stream	emit	2	Server	Y	Y	Y	Y	Y	Y	server_stream_emit	Y	N	N	OK
StreamFinish	Stream	finish	1	Server	Y	Y	Y	Y	Y	Y	server_stream_finish	Y	N	N	OK
StreamWithContentType					Y	N	Y	Y	N	Y	server_stream_with_content_type	Y	N	N	OK
HttpStreamOpen	HttpStream	open	1	Pure	Y	Y	Y	Y	Y	Y	http_stream_open	Y	N	N	OK
HttpStreamForEachChunk					Y	N	Y	Y	N	Y	http_stream_for_each_chunk	Y	N	N	OK
HttpStreamClose	HttpStream	close	1	Pure	Y	Y	Y	Y	Y	Y	http_stream_close	Y	N	N	OK
HttpStreamChunks	HttpStream	chunks	2	Pure	Y	Y	Y	Y	Y	Y	sub_subscribe_stream	Y	N	N	OK
WsDefaultCfg	Ws	defaultCfg	0	Server	Y	Y	Y	Y	Y	Y	ws_server_default_cfg	Y	N	N	OK
WsWithOnConnect	Ws	withOnConnect	2	Server	Y	Y	Y	Y	Y	Y	ws_server_with_on_connect	Y	N	N	OK
WsWithOnMessage	Ws	withOnMessage	2	Server	Y	Y	Y	Y	Y	Y	ws_server_with_on_message	Y	N	N	OK
WsWithOnClose	Ws	withOnClose	2	Server	Y	Y	Y	Y	Y	Y	ws_server_with_on_close	Y	N	N	OK
WsWithOnError	Ws	withOnError	2	Server	Y	Y	Y	Y	Y	Y	ws_server_with_on_error	Y	N	N	OK
WsWithMaxMessageBytes					Y	N	Y	Y	N	Y	ws_server_with_max_message_bytes	Y	N	N	OK
WsWithOriginPatterns					Y	N	Y	Y	N	Y	ws_server_with_origin_patterns	Y	N	N	OK
WsUpgrade	Ws	upgrade	2	Server	Y	Y	Y	Y	Y	Y	server_web_socket_upgrade	Y	N	N	OK
WsSendToClient	Ws	sendToClient	2	Server	Y	Y	Y	Y	Y	Y	ws_server_send_to_client	Y	N	N	OK
WsSendBinaryToClient					Y	N	Y	Y	N	Y	ws_server_send_binary_to_client	Y	N	N	OK
WsBroadcast	Ws	broadcast	2	Server	Y	Y	Y	Y	Y	Y	ws_server_broadcast	Y	N	N	OK
WsCloseClient	Ws	closeClient	1	Server	Y	Y	Y	Y	Y	Y	ws_server_close_client	Y	N	N	OK
RegionMainContent	Region	mainContent	0	Ui	Y	Y	Y	Y	Y	Y	ui_region_main_content_	Y	N	N	OK
RegionNavigation	Region	navigation	0	Ui	Y	Y	Y	Y	Y	Y	ui_region_navigation_	Y	N	N	OK
RegionFooter	Region	footer	0	Ui	Y	Y	Y	Y	Y	Y	ui_region_footer_	Y	N	N	OK
RegionAside	Region	aside	0	Ui	Y	Y	Y	Y	Y	Y	ui_region_aside_	Y	N	N	OK
RegionHeading	Region	heading	1	Ui	Y	Y	Y	Y	Y	Y	ui_region_heading_	Y	N	N	OK
RegionLabel	Region	label	1	Ui	Y	Y	Y	Y	Y	Y	ui_region_label_	Y	N	N	OK
RegionAnnounce	Region	announce	0	Ui	Y	Y	Y	Y	Y	Y	ui_region_announce_	Y	N	N	OK
RegionAnnounceUrgently					Y	N	Y	Y	N	Y	ui_region_announce_urgently_	Y	N	N	OK
UiInput	Ui	input	1	Ui	Y	Y	Y	Y	Y	Y	ui_input_	Y	N	N	OK
UiDescribe	Ui	describe	1	Ui	Y	Y	Y	Y	Y	Y	ui_describe_	Y	N	N	OK
UiDescMain	Ui	descMain	0	Ui	Y	Y	Y	Y	Y	Y	ui_desc_main_	Y	N	N	OK
UiDescNavigation	Ui	descNavigation	0	Ui	Y	Y	Y	Y	Y	Y	ui_desc_navigation_	Y	N	N	OK
UiDescContentInfo	Ui	descContentInfo	0	Ui	Y	Y	Y	Y	Y	Y	ui_desc_content_info_	Y	N	N	OK
UiDescComplementary					Y	N	Y	Y	N	Y	ui_desc_complementary_	Y	N	N	OK
UiDescLivePolite	Ui	descLivePolite	0	Ui	Y	Y	Y	Y	Y	Y	ui_desc_live_polite_	Y	N	N	OK
UiDescLiveAssertive					Y	N	Y	Y	N	Y	ui_desc_live_assertive_	Y	N	N	OK
UiDescHeading	Ui	descHeading	1	Ui	Y	Y	Y	Y	Y	Y	ui_desc_heading_	Y	N	N	OK
UiDescLabel	Ui	descLabel	1	Ui	Y	Y	Y	Y	Y	Y	ui_desc_label_	Y	N	N	OK
InputLabelAbove	Input	labelAbove	2	Ui	Y	Y	Y	Y	Y	Y	input_label_above_	Y	N	N	OK
InputLabelBelow	Input	labelBelow	2	Ui	Y	Y	Y	Y	Y	Y	input_label_below_	Y	N	N	OK
InputLabelLeft	Input	labelLeft	2	Ui	Y	Y	Y	Y	Y	Y	input_label_left_	Y	N	N	OK
InputLabelRight	Input	labelRight	2	Ui	Y	Y	Y	Y	Y	Y	input_label_right_	Y	N	N	OK
InputLabelHidden	Input	labelHidden	1	Ui	Y	Y	Y	Y	Y	Y	input_label_hidden_	Y	N	N	OK
InputPlaceholder	Input	placeholder	2	Ui	Y	Y	Y	Y	Y	Y	input_placeholder_	Y	N	N	OK
InputText	Input	text	2	Ui	Y	Y	Y	Y	Y	Y	input_text_	Y	N	N	OK
InputMultiline	Input	multiline	2	Ui	Y	Y	Y	Y	Y	Y	input_multiline_	Y	N	N	OK
InputEmail	Input	email	2	Ui	Y	Y	Y	Y	Y	Y	input_email_	Y	N	N	OK
InputUsername	Input	username	2	Ui	Y	Y	Y	Y	Y	Y	input_username_	Y	N	N	OK
InputSearch	Input	search	2	Ui	Y	Y	Y	Y	Y	Y	input_search_	Y	N	N	OK
